date,actual,model,baseline_last_month,baseline_seasonal
2020-01-31,2.599767976845202,1.756898476877173,2.3195274699624457,1.4875893578291333
2020-02-29,2.3413166797595197,1.659152382491356,2.599767976845202,1.5188615351321877
2020-03-31,1.4940399642909163,1.664836193390543,2.3413166797595197,1.8831863513063984
2020-04-30,0.3130472940411133,1.6585788503747056,1.4940399642909163,2.000583470209061
2020-05-31,0.1982013035848551,1.6642626612738924,0.3130472940411133,1.7959105553606136
2020-06-30,0.7166562831830481,2.196195247063527,0.1982013035848551,1.671194894390049
2020-07-31,0.9968647625897997,2.0785558145305565,0.7166562831830481,1.826331335037068
2020-08-31,1.2810698495523853,1.6500531340259257,0.9968647625897997,1.7376412106666406
2020-09-30,1.3910228912373812,1.5125203633458022,1.2810698495523853,1.6844977040391562
2020-10-31,1.2303863428671624,1.5125203633458022,1.3910228912373812,1.7339736996186295
2020-11-30,1.1757452138405844,1.526729890593769,1.2303863428671624,2.092290394862917
2020-12-31,1.3204191315779434,1.5665165668880758,1.1757452138405844,2.3195274699624457
2021-01-31,1.3553199782346148,1.552307039640109,1.3204191315779434,2.599767976845202
2021-02-28,1.667502410800381,1.6477847606929827,1.3553199782346148,2.3413166797595197
2021-03-31,2.623645747764214,1.5807260941360426,1.667502410800381,1.4940399642909163
2021-04-30,4.137373453318349,1.7620087556597093,2.623645747764214,0.3130472940411133
2021-05-31,4.9264665639830785,1.9324973275016526,4.137373453318349,0.1982013035848551
2021-06-30,5.317418943207719,1.9546590389817493,4.9264665639830785,0.7166562831830481
2021-07-31,5.269167647240969,1.6159502686308054,5.317418943207719,0.9968647625897997
2021-08-31,5.181323173271246,2.152993133202976,5.269167647240969,1.2810698495523853
2021-09-30,5.363523425270289,1.7080125521174354,5.181323173271246,1.3910228912373812
2021-10-31,6.226591220771449,1.7472256962950923,5.363523425270289,1.2303863428671624
2021-11-30,6.865559520296194,1.694376556986119,6.226591220771449,1.1757452138405844
2021-12-31,7.159457345112474,1.677898656405209,6.865559520296194,1.3204191315779434
2022-01-31,7.578082463000535,2.0893499042122796,7.159457345112474,1.3553199782346148
2022-02-28,7.949220898953979,1.9802361880280897,7.578082463000535,1.667502410800381
2022-03-31,8.540780148538584,1.7426889496292062,7.949220898953979,2.623645747764214
2022-04-30,8.235161744022502,1.7256375169316458,8.540780148538584,4.137373453318349
2022-05-31,8.530051713089225,2.29905162023188,8.235161744022502,4.9264665639830785
2022-06-30,8.999298141923106,4.928574898334166,8.530051713089225,5.317418943207719
2022-07-31,8.447778206754553,2.1535666653196266,8.999298141923106,5.269167647240969
2022-08-31,8.216255059541266,2.914520773159364,8.447778206754553,5.181323173271246
2022-09-30,8.205751582451759,3.823801741360948,8.216255059541266,5.363523425270289
2022-10-31,7.757261470809462,2.5871796246067933,8.205751582451759,6.226591220771449
2022-11-30,7.131380368978291,2.150724759870033,7.757261470809462,6.865559520296194
2022-12-31,6.410831677385809,2.0643462872825893,7.131380368978291,7.159457345112474
2023-01-31,6.340296309929161,2.204720963412307,6.410831677385809,7.578082463000535
2023-02-28,5.957648712766894,1.9643318195638297,6.340296309929161,7.949220898953979
2023-03-31,4.931348641757127,1.9279605808357663,5.957648712766894,8.540780148538584
2023-04-30,4.946947488062325,1.9023834317894261,4.931348641757127,8.235161744022502
2023-05-31,4.125314539356473,1.7932697156052362,4.946947488062325,8.530051713089225
2023-06-30,3.0592533347792994,1.7733763774580826,4.125314539356473,8.999298141923106
2023-07-31,3.28032820234625,1.8881739045414592,3.0592533347792994,8.447778206754553
2023-08-31,3.7186358677607556,1.7875859047060494,3.28032820234625,8.216255059541266
2023-09-30,3.6950823322234427,1.7620087556597093,3.7186358677607556,8.205751582451759
2023-10-31,3.2465375076767167,1.9131775214711493,3.6950823322234427,7.757261470809462
2023-11-30,3.139855644977696,1.9302289541687094,3.2465375076767167,7.131380368978291
2023-12-31,3.322200208829762,1.950122292315863,3.139855644977696,6.410831677385809
2024-01-31,3.1079425939238847,1.8580600088292332,3.322200208829762,6.340296309929161
2024-02-29,3.16642120765831,1.8609019142788266,3.1079425939238847,5.957648712766894
2024-03-31,3.4690014354717524,1.833056391899543,3.16642120765831,4.931348641757127
2024-04-30,3.3540471111874304,1.7318948599474828,3.4690014354717524,4.946947488062325
2024-05-31,3.238866396761142,1.7375786708466694,3.3540471111874304,4.125314539356473
2024-06-30,2.9700853998204435,1.8131630537523895,3.238866396761142,3.0592533347792994
2024-07-31,2.9384633061405374,1.9137510535877995,2.9700853998204435,3.28032820234625
2024-08-31,2.6109140322338353,1.7347367653970762,2.9384633061405374,3.7186358677607556
2024-09-30,2.432541464144644,1.7120015218003293,2.6109140322338353,3.6950823322234427
2024-10-31,2.5714034967967203,1.759740382326766,2.432541464144644,3.2465375076767167
2024-11-30,2.7141684004842848,1.7375786708466694,2.5714034967967203,3.139855644977696
2024-12-31,2.872366268806581,1.791001342272293,2.7141684004842848,3.322200208829762
2025-01-31,2.999412512831112,1.757472008993823,2.872366268806581,3.1079425939238847
2025-02-28,2.8142703731568686,1.7659977253426031,2.999412512831112,3.16642120765831
2025-03-31,2.4055852640280317,1.6932552478864764,2.8142703731568686,3.4690014354717524
2025-04-30,2.3337465177498906,1.709733148467386,2.4055852640280317,3.3540471111874304
2025-05-31,2.3759340869898393,1.748946292645043,2.3337465177498906,3.238866396761142
2025-06-30,2.6726833178446263,1.759740382326766,2.3759340869898393,2.9700853998204435
